"id","score","decoy","subset"
1,77.5354861491467,0,0
2,77.2381903794199,0,0
3,75.1064632036548,0,0
4,73.8853484695343,0,0
5,73.058302327208,0,0
6,72.5922142659579,0,0
7,72.0002493644726,0,0
8,70.7739106288814,0,0
9,70.756420258361,0,0
10,70.6510473730935,0,1
11,70.091436229486,0,0
12,70.0681932692284,0,0
13,69.5881013353104,0,1
14,69.5833271925119,0,0
15,69.4130043654942,0,0
16,69.1699480521286,0,0
17,68.8626211844274,0,0
18,68.8435730427225,0,1
19,68.8425145022064,0,0
20,68.7466383261908,0,0
21,68.6487513054689,0,0
22,68.5371987526251,0,0
23,68.5371987526251,0,0
24,68.2086947299262,0,0
25,68.0238763278339,0,0
26,67.7386911583522,0,0
27,67.6574937505592,0,0
28,67.5155476332524,0,0
29,67.1509043915052,0,0
30,66.6236344909262,0,0
31,66.6235495183123,0,0
32,66.4504400131991,0,1
33,66.2273815182328,0,0
34,66.1784434823987,0,0
35,66.1617537299356,0,0
36,65.9576823395884,0,0
37,65.8948643409289,0,1
38,65.7113484518474,0,1
39,65.2120077437696,0,1
40,64.9661024524964,0,0
41,64.8191148548547,0,0
42,64.7305362952182,0,0
43,64.4167474440003,0,0
44,64.3374937329994,0,0
45,64.3000615524846,0,1
46,64.2388001281759,0,0
47,64.1205635908666,0,1
48,64.0917122268627,0,0
49,63.9688079045983,0,0
50,63.8487282768734,0,0
51,63.7935960451787,0,0
52,63.666254476992,0,0
53,63.6443465524394,0,0
54,63.3995412172341,0,0
55,63.3504339063564,0,0
56,63.3049964943347,0,0
57,63.169640464032,0,1
58,63.1335209461497,0,0
59,63.1335209461497,0,0
60,63.1091497774847,0,1
61,63.0847307894701,0,0
62,62.9658373657949,0,1
63,62.770615495771,0,0
64,62.7667381861418,0,1
65,62.5802825979845,0,0
66,62.5449435717847,0,0
67,62.5335023495447,0,0
68,62.5154004053373,0,0
69,62.502249150902,0,0
70,62.4618528119308,0,0
71,62.4403737918041,0,0
72,62.4403737918041,0,0
73,62.4403737918041,0,0
74,62.4403737918041,0,0
75,62.4042093742875,0,1
76,62.4007737829762,0,1
77,62.352669819269,0,0
78,62.3038780828066,0,0
79,62.1498662643639,0,0
80,62.0479094899531,0,0
81,62.0239476159715,0,0
82,61.9542129367448,0,0
83,61.8079533105573,0,0
84,61.7777069107264,0,0
85,61.7434835908507,0,0
86,61.6484688970831,0,1
87,61.6172954225165,0,0
88,61.5656865923293,0,1
89,61.4711585875408,0,0
90,61.2915109140497,0,0
91,61.2830669680076,0,0
92,61.2750827961881,0,0
93,61.259030084372,0,0
94,61.1825522221749,0,0
95,61.1433161192572,0,0
96,61.1116257616768,0,0
97,61.1089149194412,0,0
98,61.0540793979162,0,1
99,60.9193379073392,0,0
100,60.91905085946,0,0
101,60.9108714021412,0,0
102,60.8309359317988,0,1
103,60.583411339961,0,0
104,60.5775357271704,0,0
105,60.4944636240242,0,0
106,60.3708247864679,0,0
107,60.367162561283,0,0
108,60.3547016979313,0,0
109,60.2783183555606,0,0
110,60.1720680486256,0,0
111,60.1714488947855,0,0
112,60.1631065168768,0,0
113,60.1377887512389,0,0
114,60.1377887512389,0,0
115,60.066037328927,0,0
116,60.0603556381924,0,0
117,60.0303029224256,0,0
118,59.9844239918169,0,0
119,59.9073381443996,0,0
120,59.906230675494,0,1
121,59.8985306539832,0,0
122,59.8732031867206,0,0
123,59.8710675392859,0,1
124,59.8648459202109,0,0
125,59.8403473375044,0,1
126,59.6677850449884,0,1
127,59.6600504545049,0,0
128,59.5417973007704,0,0
129,59.4699594035333,0,0
130,59.4576049013698,0,0
131,59.4472473441853,0,1
132,59.4199488960691,0,0
133,59.4154164847248,0,0
134,59.3764485317416,0,0
135,59.3268584971573,0,0
136,59.2944786480971,0,0
137,59.1974181052344,0,1
138,59.1585231437754,0,1
139,59.1446004200427,0,0
140,59.1404453719461,0,0
141,59.1068308844196,0,0
142,59.0900106648369,0,0
143,59.0391764538326,0,0
144,58.9434874683727,0,0
145,58.9114430445456,0,0
146,58.7893990345935,0,0
147,58.7765530029432,0,0
148,58.7514944032262,0,0
149,58.7514944032262,0,0
150,58.7514944032262,0,0
151,58.7514944032262,0,1
152,58.7419552771054,0,0
153,58.6955866843714,0,0
154,58.6522923738043,0,0
155,58.6367056923005,0,0
156,58.5951318135926,0,0
157,58.5283508125904,0,0
158,58.5168441909686,0,1
159,58.4663154457172,0,1
160,58.3758765169349,0,0
161,58.3645326639836,0,1
162,58.3610388639865,0,0
163,58.3213366500261,0,0
164,58.2956530444831,0,0
165,58.2308586100489,0,0
166,58.2099057179598,0,0
167,58.1835287398942,0,1
168,58.1268009813449,0,1
169,58.1257872293211,0,0
170,58.1123629867706,0,0
171,58.0583472554342,0,1
172,58.0583472554342,0,1
173,57.9712563100015,0,0
174,57.8903886288609,0,0
175,57.8493532377181,0,0
176,57.835203605816,0,0
177,57.8340480355779,0,0
178,57.8041410137006,0,0
179,57.7630211920329,0,0
180,57.7039491181061,0,0
181,57.6592973655882,0,0
182,57.6571411580795,0,0
183,57.6498382146002,0,0
184,57.6410844417784,0,0
185,57.6363527835991,0,0
186,57.6355333824549,0,0
187,57.5741237737243,0,0
188,57.5654281954624,0,0
189,57.5578255494611,0,0
190,57.5209496357109,0,0
191,57.4685241867941,0,0
192,57.4643514943226,0,0
193,57.4576065282229,0,0
194,57.4444546134124,0,0
195,57.4293014682406,0,0
196,57.3858339012728,0,0
197,57.3808118844571,0,0
198,57.3651999929543,0,1
199,57.3091705545941,0,0
200,57.3052560734435,0,1
201,57.3045753470438,0,1
202,57.2928793027979,0,0
203,57.1878099388108,0,0
204,57.1609844092612,0,0
205,57.1420564252561,0,0
206,57.1138136506236,0,1
207,57.1118579178295,0,0
208,57.0995065347854,0,0
209,57.0932663047773,0,1
210,57.0689209226671,0,1
211,57.0614376206555,0,1
212,57.0482314637027,0,0
213,57.0467462097049,0,1
214,56.9674371782606,0,0
215,56.9597349121528,0,0
216,56.9597349121528,0,0
217,56.9432056030392,0,0
218,56.8796922212833,0,0
219,56.8534974072853,0,0
220,56.8434344279345,0,1
221,56.7618962297512,0,1
222,56.6741799133777,0,1
223,56.6720528123943,0,1
224,56.5675557085922,0,0
225,56.5041585377371,0,0
226,56.4489092774641,0,0
227,56.4489092774641,0,0
228,56.4489092774641,0,1
229,56.4489092774641,0,0
230,56.4489092774641,0,0
231,56.438051583505,0,0
232,56.4001191242174,0,0
233,56.2995727796742,0,0
234,56.2457133324285,0,0
235,56.186064323822,0,0
236,56.1772008797802,0,1
237,56.0252732430693,0,0
238,55.9970378293619,0,0
239,55.9578202700902,0,1
240,55.947107618271,0,0
241,55.92170047919,0,0
242,55.8755786257002,0,0
243,55.8658201175021,0,0
244,55.7557620969042,0,0
245,55.7448587000659,0,0
246,55.7229962605379,0,0
247,55.7153679065944,0,0
248,55.6519653202988,0,0
249,55.6072107719526,0,0
250,55.532618512822,0,0
251,55.532618512822,0,0
252,55.5226681780756,0,1
253,55.4640890181425,0,0
254,55.4417727881936,0,0
255,55.4032615006167,0,0
256,55.3843708957451,0,0
257,55.3571507020062,0,0
258,55.3522297747986,0,0
259,55.3502969997187,0,0
260,55.236591760173,0,0
261,55.2004314611512,0,1
262,55.1961462574762,0,0
263,55.1911586954706,0,0
264,55.1823138197231,0,0
265,55.1766811992703,0,1
266,55.1565441256653,0,0
267,55.1473560754739,0,0
268,55.1271534484045,0,0
269,55.1003980698569,0,0
270,55.0626148999603,0,0
271,55.0626148999603,0,0
272,55.0240791147678,0,0
273,55.0031056042617,0,0
274,55.0019902540497,0,1
275,54.965318087429,0,0
276,54.9165212021876,0,0
277,54.8687842619438,0,0
278,54.8594317275897,0,0
279,54.8583311277817,0,0
280,54.8520754714072,0,0
281,54.8520501194463,0,0
282,54.839471332262,0,0
283,54.839471332262,0,0
284,54.839471332262,0,0
285,54.8369744510829,0,0
286,54.8211216955205,0,0
287,54.7778825243652,0,0
288,54.775898126243,0,0
289,54.7671507042125,0,0
290,54.7261414930544,0,0
291,54.659768458151,0,0
292,54.6571498191587,0,0
293,54.6571498191587,0,0
294,54.6571498191587,0,0
295,54.6324571959121,0,0
296,54.5951384156818,0,0
297,54.5918479655406,0,0
298,54.5894911523104,0,1
299,54.577107077877,0,0
300,54.575322966148,0,0
301,54.5477929745336,0,0
302,54.5306639141512,0,0
303,54.5204082664759,0,0
304,54.504750607798,0,1
305,54.4312680820082,0,0
306,54.38521608287,0,0
307,54.3694677194003,0,0
308,54.3559669403745,0,0
309,54.2958862948296,0,0
310,54.2780001455261,0,0
311,54.2649001470434,0,0
312,54.2579990443266,0,0
313,54.1864432973567,0,0
314,54.1509107365067,0,0
315,54.1463241844701,0,0
316,54.1463241844701,0,0
317,54.1463241844701,0,0
318,54.1148255105523,0,1
319,54.0510140255181,0,0
320,54.0510140255181,0,1
321,54.0186468020712,0,0
322,53.996080184293,0,0
323,53.9946654247162,0,0
324,53.9765987644867,0,0
325,53.9231806790311,0,0
326,53.9231806790311,0,0
327,53.863497637184,0,1
328,53.8362998997551,0,0
329,53.8339869731244,0,0
330,53.8281466035019,0,0
331,53.8150608038117,0,0
332,53.7971095333455,0,0
333,53.7942653539326,0,0
334,53.792152335682,0,0
335,53.7045876202313,0,0
336,53.6985009179941,0,0
337,53.6876908349601,0,0
338,53.6763205388404,0,0
339,53.6444443626106,0,0
340,53.6310342745377,0,1
341,53.6258866367207,0,0
342,53.6113055745662,0,0
343,53.6105662901728,0,0
344,53.5795909489844,0,1
345,53.5585801297861,0,0
346,53.5585374576729,0,0
347,53.548323874832,0,0
348,53.5409252797477,0,0
349,53.538318663587,0,0
350,53.5290191266602,0,0
351,53.528355211719,0,0
352,53.4977495446716,0,0
353,53.4955972714735,0,0
354,53.4653112577308,0,0
355,53.4531770039101,0,0
356,53.4531770039101,0,0
357,53.4531770039101,0,0
358,53.4531770039101,0,0
359,53.4531770039101,0,0
360,53.4531770039101,0,0
361,53.4506801063061,0,0
362,53.4031971131788,0,1
363,53.3970625058066,0,0
364,53.3946667150976,0,0
365,53.3941300728122,0,0
366,53.3565069302834,0,0
367,53.30799499318,0,1
368,53.306898755752,0,1
369,53.2983123725678,0,0
370,53.2852227366447,0,0
371,53.2690484078708,0,0
372,53.2656606117328,0,1
373,53.2439670479493,0,0
374,53.2222719147956,0,0
375,53.2054368364431,0,0
376,53.2052795473598,0,0
377,53.200957780266,0,0
378,53.200702162758,0,1
379,53.1912072455512,0,0
380,53.1694088365621,0,0
381,53.1093656793005,0,0
382,53.1053835475787,0,1
383,53.1025200986059,0,0
384,53.0919087717808,0,0
385,53.0477119067246,0,0
386,53.0477119067246,0,0
387,53.0450899210967,0,0
388,53.0154944049535,0,0
389,52.9989217217501,0,0
390,52.9655559991601,0,0
391,52.9558166335513,0,0
392,52.8989117107706,0,0
393,52.893561258105,0,0
394,52.8493028616623,0,0
395,52.7737641052231,0,0
396,52.7600298069662,0,0
397,52.7531797937126,0,1
398,52.7117163551168,0,0
399,52.6835528783412,0,0
400,52.6647196643982,0,0
401,52.6625153948004,0,0
402,52.6559231741781,0,0
403,52.6474200961815,0,1
404,52.6202678823997,0,0
405,52.6127517259618,0,0
406,52.5570890214838,0,0
407,52.555222721077,0,0
408,52.5543122153418,0,1
409,52.536886304804,0,0
410,52.536886304804,0,0
411,52.536886304804,0,1
412,52.536886304804,0,0
413,52.536886304804,0,0
414,52.536627143576,0,0
415,52.5237878057755,0,1
416,52.5237541710991,0,1
417,52.5194540594149,0,0
418,52.516597984943,0,0
419,52.5151679988333,0,0
420,52.4929028266774,0,1
421,52.4704068665346,0,0
422,52.466996565003,0,0
423,52.4415761428731,0,0
424,52.3924494810941,0,0
425,52.3785306176976,0,1
426,52.3702821048582,0,0
427,52.3598176635412,0,0
428,52.3579524423341,0,0
429,52.3545647261647,0,0
430,52.3542810502173,0,0
431,52.3483820446065,0,0
432,52.3439854866244,0,0
433,52.3380354707691,0,1
434,52.3225386221416,0,1
435,52.2955099589216,0,0
436,52.2518188632326,0,0
437,52.2502047462653,0,0
438,52.248736185608,0,0
439,52.2165542604114,0,0
440,52.2142043439368,0,0
441,52.202039801297,0,0
442,52.1984637106047,0,0
443,52.1748779707925,0,0
444,52.1445858544238,0,0
445,52.122131089274,0,1
446,52.0881001766156,0,0
447,52.0877020385312,0,1
448,52.0856748227184,0,0
449,52.0838592015225,0,0
450,52.0830664100073,0,0
451,52.0760407347157,0,0
452,52.0669510319249,0,0
453,52.0636846334651,0,0
454,52.0421138411307,0,0
455,52.0062580190463,0,0
456,52.0052163084168,0,0
457,51.9974086836431,0,0
458,51.9790074453749,0,1
459,51.9750146091052,0,0
460,51.9721559987653,0,0
461,51.9596374265096,0,0
462,51.9432832446803,0,0
463,51.9285143120606,0,0
464,51.9163417040141,0,1
465,51.843739124244,0,1
466,51.843739124244,0,0
467,51.843739124244,0,0
468,51.843739124244,0,0
469,51.843739124244,0,0
470,51.8367051709318,0,0
471,51.8086609275345,0,0
472,51.7741273608305,0,0
473,51.7643642646736,0,0
474,51.743240497168,0,0
475,51.726586605125,0,0
476,51.7237638897467,0,0
477,51.717987905184,0,0
478,51.7089057569806,0,0
479,51.6887474378488,0,0
480,51.6861643565553,0,1
481,51.6845705691487,0,0
482,51.6614175456048,0,0
483,51.6553866875094,0,1
484,51.6534048094471,0,1
485,51.6332553301961,0,0
486,51.6300597698744,0,0
487,51.6137144962913,0,0
488,51.5888062005345,0,1
489,51.5875476709997,0,0
490,51.5794536488443,0,0
491,51.5566165005262,0,0
492,51.5294181781967,0,1
493,51.5285406449036,0,0
494,51.5280801924437,0,0
495,51.5072668969851,0,0
496,51.4618838256333,0,0
497,51.4382739942905,0,0
498,51.409377842469,0,0
499,51.4005124830374,0,0
500,51.3982620204328,0,1
501,51.3963758839789,0,1
502,51.3737354458463,0,0
503,51.3599951206089,0,1
504,51.3598774595232,0,1
505,51.3598755407018,0,0
506,51.3560740398721,0,0
507,51.3458937080944,0,0
508,51.2693008639846,0,1
509,51.2493496158831,0,0
510,51.2363260718347,0,0
511,51.220952078734,0,0
512,51.1950931901254,0,0
513,51.1918697069149,0,0
514,51.1505919764521,0,1
515,51.1505919764521,0,0
516,51.1505919764521,0,0
